Hospital Name,Provider Number,State,Measure Name,Number of Discharges,Footnote,Excess Readmission Ratio,Predicted Readmission Rate,Expected Readmission Rate,Number of Readmissions,Start Date,End Date
BEAUFORT COUNTY MEMORIAL HOSPITAL,420067,SC,READM-30-AMI-HRRP,Not Available,,0.9803,15.0683,15.3705,Too Few to Report,1-Jul-12,30-Jun-15
BEAUFORT COUNTY MEMORIAL HOSPITAL,420067,SC,READM-30-CABG-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
BEAUFORT COUNTY MEMORIAL HOSPITAL,420067,SC,READM-30-COPD-HRRP,324,,1.0191,19.0577,18.7002,63,1-Jul-12,30-Jun-15
BEAUFORT COUNTY MEMORIAL HOSPITAL,420067,SC,READM-30-HF-HRRP,238,,0.9745,19.9821,20.505,46,1-Jul-12,30-Jun-15
BEAUFORT COUNTY MEMORIAL HOSPITAL,420067,SC,READM-30-HIP-KNEE-HRRP,612,,1.2863,5.7299,4.4547,40,1-Jul-12,30-Jun-15
BEAUFORT COUNTY MEMORIAL HOSPITAL,420067,SC,READM-30-PN-HRRP,255,,1.036,17.3253,16.724,46,1-Jul-12,30-Jun-15
TRMC OF ORANGEBURG & CALHOUN,420068,SC,READM-30-AMI-HRRP,77,,1.0181,21.8983,21.5085,18,1-Jul-12,30-Jun-15
TRMC OF ORANGEBURG & CALHOUN,420068,SC,READM-30-CABG-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
TRMC OF ORANGEBURG & CALHOUN,420068,SC,READM-30-COPD-HRRP,280,,0.9812,19.3809,19.7522,53,1-Jul-12,30-Jun-15
TRMC OF ORANGEBURG & CALHOUN,420068,SC,READM-30-HF-HRRP,348,,1.0199,22.3496,21.9131,79,1-Jul-12,30-Jun-15
TRMC OF ORANGEBURG & CALHOUN,420068,SC,READM-30-HIP-KNEE-HRRP,Not Available,,0.8624,4.5156,5.2358,Too Few to Report,1-Jul-12,30-Jun-15
TRMC OF ORANGEBURG & CALHOUN,420068,SC,READM-30-PN-HRRP,435,,1.0798,19.0706,17.6613,87,1-Jul-12,30-Jun-15
CLARENDON MEMORIAL HOSPITAL,420069,SC,READM-30-AMI-HRRP,Not Available,1,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
CLARENDON MEMORIAL HOSPITAL,420069,SC,READM-30-CABG-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
CLARENDON MEMORIAL HOSPITAL,420069,SC,READM-30-COPD-HRRP,91,,1.0198,19.4467,19.0684,19,1-Jul-12,30-Jun-15
CLARENDON MEMORIAL HOSPITAL,420069,SC,READM-30-HF-HRRP,114,,0.9823,21.1351,21.5158,23,1-Jul-12,30-Jun-15
CLARENDON MEMORIAL HOSPITAL,420069,SC,READM-30-HIP-KNEE-HRRP,Not Available,,1.0805,5.1701,4.785,Too Few to Report,1-Jul-12,30-Jun-15
CLARENDON MEMORIAL HOSPITAL,420069,SC,READM-30-PN-HRRP,223,,0.9617,15.2385,15.8459,32,1-Jul-12,30-Jun-15
PALMETTO HEALTH TUOMEY HOSPITAL,420070,SC,READM-30-AMI-HRRP,92,,1.0921,20.2695,18.5607,24,1-Jul-12,30-Jun-15
PALMETTO HEALTH TUOMEY HOSPITAL,420070,SC,READM-30-CABG-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
PALMETTO HEALTH TUOMEY HOSPITAL,420070,SC,READM-30-COPD-HRRP,459,,1.0395,19.0542,18.3305,90,1-Jul-12,30-Jun-15
PALMETTO HEALTH TUOMEY HOSPITAL,420070,SC,READM-30-HF-HRRP,608,,1.0053,22.3142,22.1967,136,1-Jul-12,30-Jun-15
PALMETTO HEALTH TUOMEY HOSPITAL,420070,SC,READM-30-HIP-KNEE-HRRP,295,,0.924,4.595,4.9732,12,1-Jul-12,30-Jun-15
PALMETTO HEALTH TUOMEY HOSPITAL,420070,SC,READM-30-PN-HRRP,575,,1.0577,18.0973,17.1103,107,1-Jul-12,30-Jun-15
SELF REGIONAL HEALTHCARE,420071,SC,READM-30-AMI-HRRP,335,,1.0239,15.4152,15.0552,53,1-Jul-12,30-Jun-15
SELF REGIONAL HEALTHCARE,420071,SC,READM-30-CABG-HRRP,Not Available,,0.9907,13.0719,13.1949,Too Few to Report,1-Jul-12,30-Jun-15
SELF REGIONAL HEALTHCARE,420071,SC,READM-30-COPD-HRRP,419,,1.0656,22.5826,21.1927,99,1-Jul-12,30-Jun-15
SELF REGIONAL HEALTHCARE,420071,SC,READM-30-HF-HRRP,432,,0.9274,19.5729,21.1049,80,1-Jul-12,30-Jun-15
SELF REGIONAL HEALTHCARE,420071,SC,READM-30-HIP-KNEE-HRRP,423,,1.0666,4.9031,4.5971,22,1-Jul-12,30-Jun-15
SELF REGIONAL HEALTHCARE,420071,SC,READM-30-PN-HRRP,616,,0.9999,16.8839,16.8855,104,1-Jul-12,30-Jun-15
HAMPTON REGIONAL MEDICAL CENTER,420072,SC,READM-30-AMI-HRRP,Not Available,1,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
HAMPTON REGIONAL MEDICAL CENTER,420072,SC,READM-30-CABG-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
HAMPTON REGIONAL MEDICAL CENTER,420072,SC,READM-30-COPD-HRRP,Not Available,,0.9657,16.9065,17.5063,Too Few to Report,1-Jul-12,30-Jun-15
HAMPTON REGIONAL MEDICAL CENTER,420072,SC,READM-30-HF-HRRP,Not Available,,0.9876,19.9092,20.1591,Too Few to Report,1-Jul-12,30-Jun-15
HAMPTON REGIONAL MEDICAL CENTER,420072,SC,READM-30-HIP-KNEE-HRRP,Not Available,1,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
HAMPTON REGIONAL MEDICAL CENTER,420072,SC,READM-30-PN-HRRP,96,,1.0281,16.2571,15.813,17,1-Jul-12,30-Jun-15
LEXINGTON MEDICAL CENTER,420073,SC,READM-30-AMI-HRRP,455,,0.8834,12.7331,14.4132,51,1-Jul-12,30-Jun-15
LEXINGTON MEDICAL CENTER,420073,SC,READM-30-CABG-HRRP,173,,1.0649,13.1975,12.3935,25,1-Jul-12,30-Jun-15
LEXINGTON MEDICAL CENTER,420073,SC,READM-30-COPD-HRRP,496,,1.0216,19.6725,19.2574,99,1-Jul-12,30-Jun-15
LEXINGTON MEDICAL CENTER,420073,SC,READM-30-HF-HRRP,781,,0.9304,19.6367,21.1058,149,1-Jul-12,30-Jun-15
LEXINGTON MEDICAL CENTER,420073,SC,READM-30-HIP-KNEE-HRRP,479,,1.0857,4.6764,4.3071,24,1-Jul-12,30-Jun-15
LEXINGTON MEDICAL CENTER,420073,SC,READM-30-PN-HRRP,1072,,0.9492,15.359,16.1818,162,1-Jul-12,30-Jun-15
GHS GREENVILLE MEMORIAL HOSPITAL,420078,SC,READM-30-AMI-HRRP,579,,0.8725,12.9026,14.7886,67,1-Jul-12,30-Jun-15
GHS GREENVILLE MEMORIAL HOSPITAL,420078,SC,READM-30-CABG-HRRP,208,,0.8828,13.1632,14.9108,23,1-Jul-12,30-Jun-15
GHS GREENVILLE MEMORIAL HOSPITAL,420078,SC,READM-30-COPD-HRRP,336,,0.9233,18.5347,20.0752,57,1-Jul-12,30-Jun-15
GHS GREENVILLE MEMORIAL HOSPITAL,420078,SC,READM-30-HF-HRRP,865,,0.8524,18.8054,22.0608,153,1-Jul-12,30-Jun-15
GHS GREENVILLE MEMORIAL HOSPITAL,420078,SC,READM-30-HIP-KNEE-HRRP,Not Available,1,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
GHS GREENVILLE MEMORIAL HOSPITAL,420078,SC,READM-30-PN-HRRP,1108,,0.9806,17.5111,17.8582,193,1-Jul-12,30-Jun-15
TRIDENT MEDICAL CENTER,420079,SC,READM-30-AMI-HRRP,381,,1.0155,15.776,15.5353,61,1-Jul-12,30-Jun-15
TRIDENT MEDICAL CENTER,420079,SC,READM-30-CABG-HRRP,167,,0.9148,12.6231,13.7992,18,1-Jul-12,30-Jun-15
TRIDENT MEDICAL CENTER,420079,SC,READM-30-COPD-HRRP,858,,1.062,19.8163,18.6586,174,1-Jul-12,30-Jun-15
TRIDENT MEDICAL CENTER,420079,SC,READM-30-HF-HRRP,920,,1.0382,22.0316,21.2216,205,1-Jul-12,30-Jun-15
TRIDENT MEDICAL CENTER,420079,SC,READM-30-HIP-KNEE-HRRP,681,,1.2036,5.3393,4.4362,40,1-Jul-12,30-Jun-15
TRIDENT MEDICAL CENTER,420079,SC,READM-30-PN-HRRP,1078,,1.0382,17.1673,16.5349,187,1-Jul-12,30-Jun-15
HILTON HEAD REGIONAL MEDICAL CENTER,420080,SC,READM-30-AMI-HRRP,170,,1.1167,14.5768,13.0534,31,1-Jul-12,30-Jun-15
HILTON HEAD REGIONAL MEDICAL CENTER,420080,SC,READM-30-CABG-HRRP,89,,1.126,13.4175,11.9164,16,1-Jul-12,30-Jun-15
HILTON HEAD REGIONAL MEDICAL CENTER,420080,SC,READM-30-COPD-HRRP,187,,1.0135,17.7217,17.486,34,1-Jul-12,30-Jun-15
HILTON HEAD REGIONAL MEDICAL CENTER,420080,SC,READM-30-HF-HRRP,336,,0.9736,19.5235,20.052,64,1-Jul-12,30-Jun-15
HILTON HEAD REGIONAL MEDICAL CENTER,420080,SC,READM-30-HIP-KNEE-HRRP,390,,1.2136,5.4402,4.4827,25,1-Jul-12,30-Jun-15
HILTON HEAD REGIONAL MEDICAL CENTER,420080,SC,READM-30-PN-HRRP,560,,0.9444,13.8996,14.7182,75,1-Jul-12,30-Jun-15
AIKEN REGIONAL MEDICAL CENTER,420082,SC,READM-30-AMI-HRRP,156,,0.889,12.5518,14.1185,13,1-Jul-12,30-Jun-15
AIKEN REGIONAL MEDICAL CENTER,420082,SC,READM-30-CABG-HRRP,Not Available,1,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
AIKEN REGIONAL MEDICAL CENTER,420082,SC,READM-30-COPD-HRRP,325,,0.9604,18.3526,19.1094,57,1-Jul-12,30-Jun-15
AIKEN REGIONAL MEDICAL CENTER,420082,SC,READM-30-HF-HRRP,442,,1.0453,21.3373,20.4136,97,1-Jul-12,30-Jun-15
AIKEN REGIONAL MEDICAL CENTER,420082,SC,READM-30-HIP-KNEE-HRRP,205,,1.3729,6.6913,4.874,20,1-Jul-12,30-Jun-15
AIKEN REGIONAL MEDICAL CENTER,420082,SC,READM-30-PN-HRRP,432,,0.9572,15.0956,15.7711,63,1-Jul-12,30-Jun-15
MARY BLACK HEALTH SYSTEM SPARTANBURG,420083,SC,READM-30-AMI-HRRP,Not Available,,0.9834,20.2041,20.5454,Too Few to Report,1-Jul-12,30-Jun-15
MARY BLACK HEALTH SYSTEM SPARTANBURG,420083,SC,READM-30-CABG-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
MARY BLACK HEALTH SYSTEM SPARTANBURG,420083,SC,READM-30-COPD-HRRP,338,,0.9756,18.2304,18.6869,60,1-Jul-12,30-Jun-15
MARY BLACK HEALTH SYSTEM SPARTANBURG,420083,SC,READM-30-HF-HRRP,160,,0.9537,19.2845,20.2213,28,1-Jul-12,30-Jun-15
MARY BLACK HEALTH SYSTEM SPARTANBURG,420083,SC,READM-30-HIP-KNEE-HRRP,235,,1.038,4.7959,4.6205,12,1-Jul-12,30-Jun-15
MARY BLACK HEALTH SYSTEM SPARTANBURG,420083,SC,READM-30-PN-HRRP,435,,0.9643,15.3641,15.9335,65,1-Jul-12,30-Jun-15
GRAND STRAND REGIONAL MEDICAL CENTER,420085,SC,READM-30-AMI-HRRP,702,,1.0641,15.3064,14.3839,111,1-Jul-12,30-Jun-15
GRAND STRAND REGIONAL MEDICAL CENTER,420085,SC,READM-30-CABG-HRRP,360,,0.9952,13.3798,13.4441,48,1-Jul-12,30-Jun-15
GRAND STRAND REGIONAL MEDICAL CENTER,420085,SC,READM-30-COPD-HRRP,709,,1.0558,20.2232,19.1546,147,1-Jul-12,30-Jun-15
GRAND STRAND REGIONAL MEDICAL CENTER,420085,SC,READM-30-HF-HRRP,1025,,1.042,22.3857,21.4826,232,1-Jul-12,30-Jun-15
GRAND STRAND REGIONAL MEDICAL CENTER,420085,SC,READM-30-HIP-KNEE-HRRP,779,,1.2662,5.6951,4.4977,49,1-Jul-12,30-Jun-15
GRAND STRAND REGIONAL MEDICAL CENTER,420085,SC,READM-30-PN-HRRP,840,,1.0669,17.9325,16.8084,154,1-Jul-12,30-Jun-15
PALMETTO HEALTH BAPTIST,420086,SC,READM-30-AMI-HRRP,Not Available,,0.9967,20.0108,20.0766,Too Few to Report,1-Jul-12,30-Jun-15
PALMETTO HEALTH BAPTIST,420086,SC,READM-30-CABG-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
PALMETTO HEALTH BAPTIST,420086,SC,READM-30-COPD-HRRP,185,,0.9476,18.1314,19.1338,30,1-Jul-12,30-Jun-15
PALMETTO HEALTH BAPTIST,420086,SC,READM-30-HF-HRRP,222,,0.9446,20.0293,21.203,41,1-Jul-12,30-Jun-15
PALMETTO HEALTH BAPTIST,420086,SC,READM-30-HIP-KNEE-HRRP,550,,1.1137,4.7112,4.2302,28,1-Jul-12,30-Jun-15
PALMETTO HEALTH BAPTIST,420086,SC,READM-30-PN-HRRP,373,,1.0933,17.799,16.2803,71,1-Jul-12,30-Jun-15
ROPER HOSPITAL,420087,SC,READM-30-AMI-HRRP,396,,0.9013,14.1427,15.6914,50,1-Jul-12,30-Jun-15
ROPER HOSPITAL,420087,SC,READM-30-CABG-HRRP,271,,0.9579,13.0998,13.6748,34,1-Jul-12,30-Jun-15
ROPER HOSPITAL,420087,SC,READM-30-COPD-HRRP,359,,0.8981,17.8526,19.8789,57,1-Jul-12,30-Jun-15
ROPER HOSPITAL,420087,SC,READM-30-HF-HRRP,858,,0.8384,18.3716,21.9115,147,1-Jul-12,30-Jun-15
ROPER HOSPITAL,420087,SC,READM-30-HIP-KNEE-HRRP,1483,,0.8281,3.4817,4.2045,48,1-Jul-12,30-Jun-15
ROPER HOSPITAL,420087,SC,READM-30-PN-HRRP,589,,0.9279,15.9319,17.1694,90,1-Jul-12,30-Jun-15
EAST COOPER MEDICAL CENTER,420089,SC,READM-30-AMI-HRRP,Not Available,1,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
EAST COOPER MEDICAL CENTER,420089,SC,READM-30-CABG-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
EAST COOPER MEDICAL CENTER,420089,SC,READM-30-COPD-HRRP,76,,1.0013,16.9918,16.9689,13,1-Jul-12,30-Jun-15
EAST COOPER MEDICAL CENTER,420089,SC,READM-30-HF-HRRP,98,,0.8808,19.0996,21.6848,11,1-Jul-12,30-Jun-15
EAST COOPER MEDICAL CENTER,420089,SC,READM-30-HIP-KNEE-HRRP,343,,1.0282,4.2162,4.1004,15,1-Jul-12,30-Jun-15
EAST COOPER MEDICAL CENTER,420089,SC,READM-30-PN-HRRP,260,,1.0497,16.3613,15.5872,45,1-Jul-12,30-Jun-15
CAROLINAS HOSPITAL SYSTEM,420091,SC,READM-30-AMI-HRRP,268,,1.0011,16.7677,16.7499,45,1-Jul-12,30-Jun-15
CAROLINAS HOSPITAL SYSTEM,420091,SC,READM-30-CABG-HRRP,Not Available,,1.0279,14.5659,14.1708,Too Few to Report,1-Jul-12,30-Jun-15
CAROLINAS HOSPITAL SYSTEM,420091,SC,READM-30-COPD-HRRP,468,,1.0676,20.2264,18.9464,99,1-Jul-12,30-Jun-15
CAROLINAS HOSPITAL SYSTEM,420091,SC,READM-30-HF-HRRP,642,,1.0479,23.3754,22.3077,153,1-Jul-12,30-Jun-15
CAROLINAS HOSPITAL SYSTEM,420091,SC,READM-30-HIP-KNEE-HRRP,259,,1.174,5.3542,4.5605,17,1-Jul-12,30-Jun-15
CAROLINAS HOSPITAL SYSTEM,420091,SC,READM-30-PN-HRRP,634,,1.1947,21.0536,17.6222,143,1-Jul-12,30-Jun-15
WACCAMAW COMMUNITY HOSPITAL,420098,SC,READM-30-AMI-HRRP,90,,1.0789,16.2164,15.0299,19,1-Jul-12,30-Jun-15
WACCAMAW COMMUNITY HOSPITAL,420098,SC,READM-30-CABG-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
WACCAMAW COMMUNITY HOSPITAL,420098,SC,READM-30-COPD-HRRP,448,,1.022,19.1002,18.6898,87,1-Jul-12,30-Jun-15
WACCAMAW COMMUNITY HOSPITAL,420098,SC,READM-30-HF-HRRP,348,,0.9475,21.074,22.2419,70,1-Jul-12,30-Jun-15
WACCAMAW COMMUNITY HOSPITAL,420098,SC,READM-30-HIP-KNEE-HRRP,690,,0.9633,4.0182,4.1713,27,1-Jul-12,30-Jun-15
WACCAMAW COMMUNITY HOSPITAL,420098,SC,READM-30-PN-HRRP,634,,0.8225,13.6985,16.6544,77,1-Jul-12,30-Jun-15
COASTAL CAROLINA HOSPITAL,420101,SC,READM-30-AMI-HRRP,Not Available,1,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
COASTAL CAROLINA HOSPITAL,420101,SC,READM-30-CABG-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
COASTAL CAROLINA HOSPITAL,420101,SC,READM-30-COPD-HRRP,118,,1.0707,17.4938,16.3389,25,1-Jul-12,30-Jun-15
COASTAL CAROLINA HOSPITAL,420101,SC,READM-30-HF-HRRP,142,,1.0677,20.4814,19.1836,33,1-Jul-12,30-Jun-15
COASTAL CAROLINA HOSPITAL,420101,SC,READM-30-HIP-KNEE-HRRP,Not Available,1,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
COASTAL CAROLINA HOSPITAL,420101,SC,READM-30-PN-HRRP,191,,0.9363,14.3003,15.2731,24,1-Jul-12,30-Jun-15
GHS PATEWOOD MEMORIAL HOSPITAL,420102,SC,READM-30-AMI-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
GHS PATEWOOD MEMORIAL HOSPITAL,420102,SC,READM-30-CABG-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
GHS PATEWOOD MEMORIAL HOSPITAL,420102,SC,READM-30-COPD-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
GHS PATEWOOD MEMORIAL HOSPITAL,420102,SC,READM-30-HF-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
GHS PATEWOOD MEMORIAL HOSPITAL,420102,SC,READM-30-HIP-KNEE-HRRP,719,,0.7573,3.2479,4.2886,18,1-Jul-12,30-Jun-15
GHS PATEWOOD MEMORIAL HOSPITAL,420102,SC,READM-30-PN-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
PELHAM MEDICAL CENTER,420103,SC,READM-30-AMI-HRRP,Not Available,1,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
PELHAM MEDICAL CENTER,420103,SC,READM-30-CABG-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
PELHAM MEDICAL CENTER,420103,SC,READM-30-COPD-HRRP,98,,0.9349,18.8888,20.205,14,1-Jul-12,30-Jun-15
PELHAM MEDICAL CENTER,420103,SC,READM-30-HF-HRRP,92,,0.9863,20.4743,20.7587,18,1-Jul-12,30-Jun-15
PELHAM MEDICAL CENTER,420103,SC,READM-30-HIP-KNEE-HRRP,Not Available,,0.8838,3.9394,4.4576,Too Few to Report,1-Jul-12,30-Jun-15
PELHAM MEDICAL CENTER,420103,SC,READM-30-PN-HRRP,152,,1.0115,15.4092,15.2333,24,1-Jul-12,30-Jun-15
MOUNT PLEASANT HOSPITAL,420104,SC,READM-30-AMI-HRRP,Not Available,1,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
MOUNT PLEASANT HOSPITAL,420104,SC,READM-30-CABG-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
MOUNT PLEASANT HOSPITAL,420104,SC,READM-30-COPD-HRRP,Not Available,,0.9202,17.0653,18.5454,Too Few to Report,1-Jul-12,30-Jun-15
MOUNT PLEASANT HOSPITAL,420104,SC,READM-30-HF-HRRP,95,,0.9667,21.1321,21.8605,18,1-Jul-12,30-Jun-15
MOUNT PLEASANT HOSPITAL,420104,SC,READM-30-HIP-KNEE-HRRP,Not Available,1,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
MOUNT PLEASANT HOSPITAL,420104,SC,READM-30-PN-HRRP,121,,0.9792,14.9173,15.2347,17,1-Jul-12,30-Jun-15
MCLEOD LORIS SEACOAST HOSPITAL,420105,SC,READM-30-AMI-HRRP,75,,1.0032,19.7368,19.6734,15,1-Jul-12,30-Jun-15
MCLEOD LORIS SEACOAST HOSPITAL,420105,SC,READM-30-CABG-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
MCLEOD LORIS SEACOAST HOSPITAL,420105,SC,READM-30-COPD-HRRP,218,,0.9139,16.8847,18.4755,31,1-Jul-12,30-Jun-15
MCLEOD LORIS SEACOAST HOSPITAL,420105,SC,READM-30-HF-HRRP,304,,0.9779,21.5046,21.9896,64,1-Jul-12,30-Jun-15
MCLEOD LORIS SEACOAST HOSPITAL,420105,SC,READM-30-HIP-KNEE-HRRP,262,,0.9882,4.2864,4.3376,11,1-Jul-12,30-Jun-15
MCLEOD LORIS SEACOAST HOSPITAL,420105,SC,READM-30-PN-HRRP,447,,0.9978,16.1322,16.1675,72,1-Jul-12,30-Jun-15
PALMETTO HEALTH BAPTIST PARKRIDGE,420106,SC,READM-30-AMI-HRRP,Not Available,1,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
PALMETTO HEALTH BAPTIST PARKRIDGE,420106,SC,READM-30-CABG-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
PALMETTO HEALTH BAPTIST PARKRIDGE,420106,SC,READM-30-COPD-HRRP,Not Available,,0.9985,17.4272,17.4541,Too Few to Report,1-Jul-12,30-Jun-15
PALMETTO HEALTH BAPTIST PARKRIDGE,420106,SC,READM-30-HF-HRRP,Not Available,,0.9944,19.4509,19.5608,Too Few to Report,1-Jul-12,30-Jun-15
PALMETTO HEALTH BAPTIST PARKRIDGE,420106,SC,READM-30-HIP-KNEE-HRRP,Not Available,,1.2011,4.8972,4.0772,Too Few to Report,1-Jul-12,30-Jun-15
PALMETTO HEALTH BAPTIST PARKRIDGE,420106,SC,READM-30-PN-HRRP,79,,0.9872,14.7325,14.923,11,1-Jul-12,30-Jun-15
MCLEOD HEALTH CHERAW,420107,SC,READM-30-AMI-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
MCLEOD HEALTH CHERAW,420107,SC,READM-30-CABG-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
MCLEOD HEALTH CHERAW,420107,SC,READM-30-COPD-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
MCLEOD HEALTH CHERAW,420107,SC,READM-30-HF-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
MCLEOD HEALTH CHERAW,420107,SC,READM-30-HIP-KNEE-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
MCLEOD HEALTH CHERAW,420107,SC,READM-30-PN-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
UNION MEDICAL CENTER,420108,SC,READM-30-AMI-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
UNION MEDICAL CENTER,420108,SC,READM-30-CABG-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
UNION MEDICAL CENTER,420108,SC,READM-30-COPD-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
UNION MEDICAL CENTER,420108,SC,READM-30-HF-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
UNION MEDICAL CENTER,420108,SC,READM-30-HIP-KNEE-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
UNION MEDICAL CENTER,420108,SC,READM-30-PN-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
PRAIRIE LAKES HOSPITAL,430005,SD,READM-30-AMI-HRRP,63,,1.0297,14.81,14.383,11,1-Jul-12,30-Jun-15
PRAIRIE LAKES HOSPITAL,430005,SD,READM-30-CABG-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
PRAIRIE LAKES HOSPITAL,430005,SD,READM-30-COPD-HRRP,134,,0.9607,16.8477,17.5361,20,1-Jul-12,30-Jun-15
PRAIRIE LAKES HOSPITAL,430005,SD,READM-30-HF-HRRP,153,,0.911,18.6658,20.4888,23,1-Jul-12,30-Jun-15
PRAIRIE LAKES HOSPITAL,430005,SD,READM-30-HIP-KNEE-HRRP,Not Available,,0.8319,4.1274,4.9615,Too Few to Report,1-Jul-12,30-Jun-15
PRAIRIE LAKES HOSPITAL,430005,SD,READM-30-PN-HRRP,221,,0.9951,15.4971,15.5739,34,1-Jul-12,30-Jun-15
BROOKINGS HEALTH SYSTEM,430008,SD,READM-30-AMI-HRRP,Not Available,1,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
BROOKINGS HEALTH SYSTEM,430008,SD,READM-30-CABG-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
BROOKINGS HEALTH SYSTEM,430008,SD,READM-30-COPD-HRRP,Not Available,,0.9342,16.3466,17.4988,Too Few to Report,1-Jul-12,30-Jun-15
BROOKINGS HEALTH SYSTEM,430008,SD,READM-30-HF-HRRP,Not Available,,0.9235,18.1806,19.6859,Too Few to Report,1-Jul-12,30-Jun-15
BROOKINGS HEALTH SYSTEM,430008,SD,READM-30-HIP-KNEE-HRRP,Not Available,,0.9767,4.1634,4.2627,Too Few to Report,1-Jul-12,30-Jun-15
BROOKINGS HEALTH SYSTEM,430008,SD,READM-30-PN-HRRP,189,,1.0069,14.6325,14.5316,28,1-Jul-12,30-Jun-15
AVERA SACRED HEART HOSPITAL,430012,SD,READM-30-AMI-HRRP,Not Available,,0.9798,17.2192,17.5746,Too Few to Report,1-Jul-12,30-Jun-15
AVERA SACRED HEART HOSPITAL,430012,SD,READM-30-CABG-HRRP,Not Available,5,Not Available,Not Available,Not Available,Not Available,1-Jul-12,30-Jun-15
AVERA SACRED HEART HOSPITAL,430012,SD,READM-30-COPD-HRRP,152,,0.9525,16.5109,17.3337,22,1-Jul-12,30-Jun-15
AVERA SACRED HEART HOSPITAL,430012,SD,READM-30-HF-HRRP,142,,0.9208,18.2236,19.7912,21,1-Jul-12,30-Jun-15
AVERA SACRED HEART HOSPITAL,430012,SD,READM-30-HIP-KNEE-HRRP,249,,1.0088,4.3493,4.3113,11,1-Jul-12,30-Jun-15
